@relation arff4000
@attribute 1925 NUMERIC
@attribute 1926 NUMERIC
@attribute 1927 NUMERIC
@attribute 1928 NUMERIC
@attribute 1929 NUMERIC
@attribute 1930 NUMERIC
@attribute 1931 NUMERIC
@attribute 1932 NUMERIC
@attribute 1933 NUMERIC
@attribute 1934 NUMERIC
@attribute 1935 NUMERIC
@attribute 1936 NUMERIC
@attribute 1937 NUMERIC
@attribute 1938 NUMERIC
@attribute 1939 NUMERIC
@attribute 1940 NUMERIC
@attribute 1941 NUMERIC
@attribute 1942 NUMERIC
@attribute 1943 NUMERIC
@attribute 1944 NUMERIC
@attribute 1945 NUMERIC
@attribute 1946 NUMERIC
@attribute 1947 NUMERIC
@attribute 1948 NUMERIC
@attribute 1949 NUMERIC
@attribute 1950 NUMERIC
@attribute 1951 NUMERIC
@attribute 1952 NUMERIC
@attribute 1953 NUMERIC
@attribute 1954 NUMERIC
@attribute 1955 NUMERIC
@attribute 1956 NUMERIC
@attribute 1957 NUMERIC
@attribute 1958 NUMERIC
@attribute 1959 NUMERIC
@attribute 1960 NUMERIC
@attribute 1961 NUMERIC
@attribute 1962 NUMERIC
@attribute 1963 NUMERIC
@attribute 1964 NUMERIC
@attribute 1965 NUMERIC
@attribute 1966 NUMERIC
@attribute 1967 NUMERIC
@attribute 1968 NUMERIC
@attribute 1969 NUMERIC
@attribute 1970 NUMERIC
@attribute 1971 NUMERIC
@attribute 1972 NUMERIC
@attribute 1973 NUMERIC
@attribute 1974 NUMERIC
@attribute 1975 NUMERIC
@attribute 1976 NUMERIC
@attribute 1977 NUMERIC
@attribute 1978 NUMERIC
@attribute 1979 NUMERIC
@attribute 1980 NUMERIC
@attribute 1981 NUMERIC
@attribute 1982 NUMERIC
@attribute 1983 NUMERIC
@attribute 1984 NUMERIC
@attribute 1985 NUMERIC
@attribute 1986 NUMERIC
@attribute 1987 NUMERIC
@attribute 1988 NUMERIC
@attribute 1989 NUMERIC
@attribute 1990 NUMERIC
@attribute 1991 NUMERIC
@attribute 1992 NUMERIC
@attribute 1993 NUMERIC
@attribute 1994 NUMERIC
@attribute 1995 NUMERIC
@attribute 1996 NUMERIC
@attribute 1997 NUMERIC
@attribute 1998 NUMERIC
@attribute 1999 NUMERIC
@attribute 2000 NUMERIC
@attribute 2001 NUMERIC
@attribute 2002 NUMERIC
@attribute 2003 NUMERIC
@attribute 2004 NUMERIC
@attribute 2005 NUMERIC
@attribute 2006 NUMERIC
@attribute 2007 NUMERIC
@attribute 2008 NUMERIC
@attribute 2009 NUMERIC
@attribute 2010 NUMERIC
@attribute 2011 NUMERIC
@attribute 2012 NUMERIC
@attribute 2013 NUMERIC
@attribute 2014 NUMERIC
@attribute 2015 NUMERIC
@attribute 2016 NUMERIC
@attribute 2017 NUMERIC
@attribute 2018 NUMERIC
@attribute 2019 NUMERIC
@attribute 2020 NUMERIC
@attribute 2021 NUMERIC
@attribute 2022 NUMERIC
@attribute 2023 NUMERIC
@attribute 2024 NUMERIC
@attribute 2025 NUMERIC
@attribute 2026 NUMERIC
@attribute 2027 NUMERIC
@attribute 2028 NUMERIC
@attribute 2029 NUMERIC
@attribute 2030 NUMERIC
@attribute 2031 NUMERIC
@attribute 2032 NUMERIC
@attribute 2033 NUMERIC
@attribute 2034 NUMERIC
@attribute 2035 NUMERIC
@attribute 2036 NUMERIC
@attribute 2037 NUMERIC
@attribute 2038 NUMERIC
@attribute 2039 NUMERIC
@attribute 2040 NUMERIC
@attribute 2041 NUMERIC
@attribute 2042 NUMERIC
@attribute 2043 NUMERIC
@attribute 2044 NUMERIC
@attribute 2045 NUMERIC
@attribute 2046 NUMERIC
@attribute 2047 NUMERIC
@attribute 2048 NUMERIC
@attribute 2049 NUMERIC
@attribute 2050 NUMERIC
@attribute 2051 NUMERIC
@attribute 2052 NUMERIC
@attribute 2053 NUMERIC
@attribute 2054 NUMERIC
@attribute 2055 NUMERIC
@attribute 2056 NUMERIC
@attribute 2057 NUMERIC
@attribute 2058 NUMERIC
@attribute 2059 NUMERIC
@attribute 2060 NUMERIC
@attribute 2061 NUMERIC
@attribute 2062 NUMERIC
@attribute 2063 NUMERIC
@attribute 2064 NUMERIC
@attribute 2065 NUMERIC
@attribute 2066 NUMERIC
@attribute 2067 NUMERIC
@attribute 2068 NUMERIC
@attribute 2069 NUMERIC
@attribute 2070 NUMERIC
@attribute 2071 NUMERIC
@attribute 2072 NUMERIC
@attribute 2073 NUMERIC
@attribute 2074 NUMERIC
@attribute 2075 NUMERIC
@attribute 2076 NUMERIC
@attribute 2077 NUMERIC
@attribute 2078 NUMERIC
@attribute 2079 NUMERIC
@attribute 2080 NUMERIC
@attribute 2081 NUMERIC
@attribute 2082 NUMERIC
@attribute 2083 NUMERIC
@attribute 2084 NUMERIC
@attribute 2085 NUMERIC
@attribute 2086 NUMERIC
@attribute 2087 NUMERIC
@attribute 2088 NUMERIC
@attribute 2089 NUMERIC
@attribute 2090 NUMERIC
@attribute 2091 NUMERIC
@attribute 2092 NUMERIC
@attribute 2093 NUMERIC
@attribute 2094 NUMERIC
@attribute 2095 NUMERIC
@attribute 2096 NUMERIC
@attribute 2097 NUMERIC
@attribute 2098 NUMERIC
@attribute 2099 NUMERIC
@attribute 2100 NUMERIC
@attribute 2101 NUMERIC
@attribute 2102 NUMERIC
@attribute 2103 NUMERIC
@attribute 2104 NUMERIC
@attribute 2105 NUMERIC
@attribute 2106 NUMERIC
@attribute 2107 NUMERIC
@attribute 2108 NUMERIC
@attribute 2109 NUMERIC
@attribute 2110 NUMERIC
@attribute 2111 NUMERIC
@attribute 2112 NUMERIC
@attribute 2113 NUMERIC
@attribute 2114 NUMERIC
@attribute 2115 NUMERIC
@attribute 2116 NUMERIC
@attribute 2117 NUMERIC
@attribute 2118 NUMERIC
@attribute 2119 NUMERIC
@attribute 2120 NUMERIC
@attribute 2121 NUMERIC
@attribute 2122 NUMERIC
@attribute 2123 NUMERIC
@attribute 2124 NUMERIC
@attribute 2125 NUMERIC
@attribute 2126 NUMERIC
@attribute 2127 NUMERIC
@attribute 2128 NUMERIC
@attribute 2129 NUMERIC
@attribute 2130 NUMERIC
@attribute 2131 NUMERIC
@attribute 2132 NUMERIC
@attribute 2133 NUMERIC
@attribute 2134 NUMERIC
@attribute 2135 NUMERIC
@attribute 2136 NUMERIC
@attribute 2137 NUMERIC
@attribute 2138 NUMERIC
@attribute 2139 NUMERIC
@attribute 2140 NUMERIC
@attribute 2141 NUMERIC
@attribute 2142 NUMERIC
@attribute 2143 NUMERIC
@attribute 2144 NUMERIC
@attribute 2145 NUMERIC
@attribute 2146 NUMERIC
@attribute 2147 NUMERIC
@attribute 2148 NUMERIC
@attribute 2149 NUMERIC
@attribute 2150 NUMERIC
@attribute 2151 NUMERIC
@attribute 2152 NUMERIC
@attribute 2153 NUMERIC
@attribute 2154 NUMERIC
@attribute 2155 NUMERIC
@attribute 2156 NUMERIC
@attribute 2157 NUMERIC
@attribute 2158 NUMERIC
@attribute 2159 NUMERIC
@attribute 2160 NUMERIC
@attribute 2161 NUMERIC
@attribute 2162 NUMERIC
@attribute 2163 NUMERIC
@attribute 2164 NUMERIC
@attribute 2165 NUMERIC
@attribute 2166 NUMERIC
@attribute 2167 NUMERIC
@attribute 2168 NUMERIC
@attribute 2169 NUMERIC
@attribute 2170 NUMERIC
@attribute 2171 NUMERIC
@attribute 2172 NUMERIC
@attribute 2173 NUMERIC
@attribute 2174 NUMERIC
@attribute 2175 NUMERIC
@attribute 2176 NUMERIC
@attribute 2177 NUMERIC
@attribute 2178 NUMERIC
@attribute 2179 NUMERIC
@attribute 2180 NUMERIC
@attribute 2181 NUMERIC
@attribute 2182 NUMERIC
@attribute 2183 NUMERIC
@attribute 2184 NUMERIC
@attribute 2185 NUMERIC
@attribute 2186 NUMERIC
@attribute 2187 NUMERIC
@attribute 2188 NUMERIC
@attribute 2189 NUMERIC
@attribute 2190 NUMERIC
@attribute 2191 NUMERIC
@attribute 2192 NUMERIC
@attribute 2193 NUMERIC
@attribute 2194 NUMERIC
@attribute 2195 NUMERIC
@attribute 2196 NUMERIC
@attribute 2197 NUMERIC
@attribute 2198 NUMERIC
@attribute 2199 NUMERIC
@attribute 2200 NUMERIC
@attribute 2201 NUMERIC
@attribute 2202 NUMERIC
@attribute 2203 NUMERIC
@attribute 2204 NUMERIC
@attribute 2205 NUMERIC
@attribute 2206 NUMERIC
@attribute 2207 NUMERIC
@attribute 2208 NUMERIC
@attribute 2209 NUMERIC
@attribute 2210 NUMERIC
@attribute 2211 NUMERIC
@attribute 2212 NUMERIC
@attribute 2213 NUMERIC
@attribute 2214 NUMERIC
@attribute 2215 NUMERIC
@attribute 2216 NUMERIC
@attribute 2217 NUMERIC
@attribute 2218 NUMERIC
@attribute 2219 NUMERIC
@attribute 2220 NUMERIC
@attribute 2221 NUMERIC
@attribute 2222 NUMERIC
@attribute 2223 NUMERIC
@attribute 2224 NUMERIC
@attribute 2225 NUMERIC
@attribute 2226 NUMERIC
@attribute 2227 NUMERIC
@attribute 2228 NUMERIC
@attribute 2229 NUMERIC
@attribute 2230 NUMERIC
@attribute 2231 NUMERIC
@attribute 2232 NUMERIC
@attribute 2233 NUMERIC
@attribute 2234 NUMERIC
@attribute 2235 NUMERIC
@attribute 2236 NUMERIC
@attribute 2237 NUMERIC
@attribute 2238 NUMERIC
@attribute 2239 NUMERIC
@attribute 2240 NUMERIC
@attribute 2241 NUMERIC
@attribute 2242 NUMERIC
@attribute 2243 NUMERIC
@attribute 2244 NUMERIC
@attribute 2245 NUMERIC
@attribute 2246 NUMERIC
@attribute 2247 NUMERIC
@attribute 2248 NUMERIC
@attribute 2249 NUMERIC
@attribute 2250 NUMERIC
@attribute 2251 NUMERIC
@attribute 2252 NUMERIC
@attribute 2253 NUMERIC
@attribute 2254 NUMERIC
@attribute 2255 NUMERIC
@attribute 2256 NUMERIC
@attribute 2257 NUMERIC
@attribute 2258 NUMERIC
@attribute 2259 NUMERIC
@attribute 2260 NUMERIC
@attribute 2261 NUMERIC
@attribute 2262 NUMERIC
@attribute 2263 NUMERIC
@attribute 2264 NUMERIC
@attribute 2265 NUMERIC
@attribute 2266 NUMERIC
@attribute 2267 NUMERIC
@attribute 2268 NUMERIC
@attribute 2269 NUMERIC
@attribute 2270 NUMERIC
@attribute 2271 NUMERIC
@attribute 2272 NUMERIC
@attribute 2273 NUMERIC
@attribute 2274 NUMERIC
@attribute 2275 NUMERIC
@attribute 2276 NUMERIC
@attribute 2277 NUMERIC
@attribute 2278 NUMERIC
@attribute 2279 NUMERIC
@attribute 2280 NUMERIC
@attribute 2281 NUMERIC
@attribute 2282 NUMERIC
@attribute 2283 NUMERIC
@attribute 2284 NUMERIC
@attribute 2285 NUMERIC
@attribute 2286 NUMERIC
@attribute 2287 NUMERIC
@attribute 2288 NUMERIC
@attribute 2289 NUMERIC
@attribute 2290 NUMERIC
@attribute 2291 NUMERIC
@attribute 2292 NUMERIC
@attribute 2293 NUMERIC
@attribute 2294 NUMERIC
@attribute 2295 NUMERIC
@attribute 2296 NUMERIC
@attribute 2297 NUMERIC
@attribute 2298 NUMERIC
@attribute 2299 NUMERIC
@attribute 2300 NUMERIC
@attribute 2301 NUMERIC
@attribute 2302 NUMERIC
@attribute 2303 NUMERIC
@attribute 2304 NUMERIC
@attribute 2305 NUMERIC
@attribute 2306 NUMERIC
@attribute 2307 NUMERIC
@attribute 2308 NUMERIC
@attribute 2309 NUMERIC
@attribute 2310 NUMERIC
@attribute 2311 NUMERIC
@attribute 2312 NUMERIC
@attribute 2313 NUMERIC
@attribute 2314 NUMERIC
@attribute 2315 NUMERIC
@attribute 2316 NUMERIC
@attribute 2317 NUMERIC
@attribute 2318 NUMERIC
@attribute 2319 NUMERIC
@attribute 2320 NUMERIC
@attribute 2321 NUMERIC
@attribute 2322 NUMERIC
@attribute 2323 NUMERIC
@attribute 2324 NUMERIC
@attribute 2325 NUMERIC
@attribute 2326 NUMERIC
@attribute 2327 NUMERIC
@attribute 2328 NUMERIC
@attribute 2329 NUMERIC
@attribute 2330 NUMERIC
@attribute 2331 NUMERIC
@attribute 2332 NUMERIC
@attribute 2333 NUMERIC
@attribute 2334 NUMERIC
@attribute 2335 NUMERIC
@attribute 2336 NUMERIC
@attribute 2337 NUMERIC
@attribute 2338 NUMERIC
@attribute 2339 NUMERIC
@attribute 2340 NUMERIC
@attribute 2341 NUMERIC
@attribute 2342 NUMERIC
@attribute 2343 NUMERIC
@attribute 2344 NUMERIC
@attribute 2345 NUMERIC
@attribute 2346 NUMERIC
@attribute 2347 NUMERIC
@attribute 2348 NUMERIC
@attribute 2349 NUMERIC
@attribute 2350 NUMERIC
@attribute 2351 NUMERIC
@attribute 2352 NUMERIC
@attribute 2353 NUMERIC
@attribute 2354 NUMERIC
@attribute 2355 NUMERIC
@attribute 2356 NUMERIC
@attribute 2357 NUMERIC
@attribute 2358 NUMERIC
@attribute 2359 NUMERIC
@attribute 2360 NUMERIC
@attribute 2361 NUMERIC
@attribute 2362 NUMERIC
@attribute 2363 NUMERIC
@attribute 2364 NUMERIC
@attribute 2365 NUMERIC
@attribute 2366 NUMERIC
@attribute 2367 NUMERIC
@attribute 2368 NUMERIC
@attribute 2369 NUMERIC
@attribute 2370 NUMERIC
@attribute 2371 NUMERIC
@attribute 2372 NUMERIC
@attribute 2373 NUMERIC
@attribute 2374 NUMERIC
@attribute 2375 NUMERIC
@attribute 2376 NUMERIC
@attribute 2377 NUMERIC
@attribute 2378 NUMERIC
@attribute 2379 NUMERIC
@attribute 2380 NUMERIC
@attribute 2381 NUMERIC
@attribute 2382 NUMERIC
@attribute 2383 NUMERIC
@attribute 2384 NUMERIC
@attribute 2385 NUMERIC
@attribute 2386 NUMERIC
@attribute 2387 NUMERIC
@attribute 2388 NUMERIC
@attribute 2389 NUMERIC
@attribute 2390 NUMERIC
@attribute 2391 NUMERIC
@attribute 2392 NUMERIC
@attribute 2393 NUMERIC
@attribute 2394 NUMERIC
@attribute 2395 NUMERIC
@attribute 2396 NUMERIC
@attribute 2397 NUMERIC
@attribute 2398 NUMERIC
@attribute 2399 NUMERIC
@attribute 2400 NUMERIC
@attribute 2401 NUMERIC
@attribute 2402 NUMERIC
@attribute 2403 NUMERIC
@attribute 2404 NUMERIC
@attribute 2405 NUMERIC
@attribute 2406 NUMERIC
@attribute 2407 NUMERIC
@attribute 2408 NUMERIC
@attribute 2409 NUMERIC
@attribute 2410 NUMERIC
@attribute 2411 NUMERIC
@attribute 2412 NUMERIC
@attribute 2413 NUMERIC
@attribute 2414 NUMERIC
@attribute 2415 NUMERIC
@attribute 2416 NUMERIC
@attribute 2417 NUMERIC
@attribute 2418 NUMERIC
@attribute 2419 NUMERIC
@attribute 2420 NUMERIC
@attribute 2421 NUMERIC
@attribute 2422 NUMERIC
@attribute 2423 NUMERIC
@attribute 2424 NUMERIC
@attribute 2425 NUMERIC
@attribute 2426 NUMERIC
@attribute 2427 NUMERIC
@attribute 2428 NUMERIC
@attribute 2429 NUMERIC
@attribute 2430 NUMERIC
@attribute 2431 NUMERIC
@attribute 2432 NUMERIC
@attribute 2433 NUMERIC
@attribute 2434 NUMERIC
@attribute 2435 NUMERIC
@attribute 2436 NUMERIC
@attribute 2437 NUMERIC
@attribute 2438 NUMERIC
@attribute 2439 NUMERIC
@attribute 2440 NUMERIC
@attribute 2441 NUMERIC
@attribute 2442 NUMERIC
@attribute 2443 NUMERIC
@attribute 2444 NUMERIC
@attribute 2445 NUMERIC
@attribute 2446 NUMERIC
@attribute 2447 NUMERIC
@attribute 2448 NUMERIC
@attribute 2449 NUMERIC
@attribute 2450 NUMERIC
@attribute 2451 NUMERIC
@attribute 2452 NUMERIC
@attribute 2453 NUMERIC
@attribute 2454 NUMERIC
@attribute 2455 NUMERIC
@attribute 2456 NUMERIC
@attribute 2457 NUMERIC
@attribute 2458 NUMERIC
@attribute 2459 NUMERIC
@attribute 2460 NUMERIC
@attribute 2461 NUMERIC
@attribute 2462 NUMERIC
@attribute 2463 NUMERIC
@attribute 2464 NUMERIC
@attribute 2465 NUMERIC
@attribute 2466 NUMERIC
@attribute 2467 NUMERIC
@attribute 2468 NUMERIC
@attribute 2469 NUMERIC
@attribute 2470 NUMERIC
@attribute 2471 NUMERIC
@attribute 2472 NUMERIC
@attribute 2473 NUMERIC
@attribute 2474 NUMERIC
@attribute 2475 NUMERIC
@attribute 2476 NUMERIC
@attribute 2477 NUMERIC
@attribute 2478 NUMERIC
@attribute 2479 NUMERIC
@attribute 2480 NUMERIC
@attribute 2481 NUMERIC
@attribute 2482 NUMERIC
@attribute 2483 NUMERIC
@attribute 2484 NUMERIC
@attribute 2485 NUMERIC
@attribute 2486 NUMERIC
@attribute 2487 NUMERIC
@attribute 2488 NUMERIC
@attribute 2489 NUMERIC
@attribute 2490 NUMERIC
@attribute 2491 NUMERIC
@attribute 2492 NUMERIC
@attribute 2493 NUMERIC
@attribute 2494 NUMERIC
@attribute 2495 NUMERIC
@attribute 2496 NUMERIC
@attribute 2497 NUMERIC
@attribute 2498 NUMERIC
@attribute 2499 NUMERIC
@attribute 2500 NUMERIC
@attribute 2501 NUMERIC
@attribute 2502 NUMERIC
@attribute 2503 NUMERIC
@attribute 2504 NUMERIC
@attribute 2505 NUMERIC
@attribute 2506 NUMERIC
@attribute 2507 NUMERIC
@attribute 2508 NUMERIC
@attribute 2509 NUMERIC
@attribute 2510 NUMERIC
@attribute 2511 NUMERIC
@attribute 2512 NUMERIC
@attribute 2513 NUMERIC
@attribute 2514 NUMERIC
@attribute 2515 NUMERIC
@attribute 2516 NUMERIC
@attribute 2517 NUMERIC
@attribute 2518 NUMERIC
@attribute 2519 NUMERIC
@attribute 2520 NUMERIC
@attribute 2521 NUMERIC
@attribute 2522 NUMERIC
@attribute 2523 NUMERIC
@attribute 2524 NUMERIC
@attribute 2525 NUMERIC
@attribute 2526 NUMERIC
@attribute 2527 NUMERIC
@attribute 2528 NUMERIC
@attribute 2529 NUMERIC
@attribute 2530 NUMERIC
@attribute 2531 NUMERIC
@attribute 2532 NUMERIC
@attribute 2533 NUMERIC
@attribute 2534 NUMERIC
@attribute 2535 NUMERIC
@attribute 2536 NUMERIC
@attribute 2537 NUMERIC
@attribute 2538 NUMERIC
@attribute 2539 NUMERIC
@attribute 2540 NUMERIC
@attribute 2541 NUMERIC
@attribute 2542 NUMERIC
@attribute 2543 NUMERIC
@attribute 2544 NUMERIC
@attribute 2545 NUMERIC
@attribute 2546 NUMERIC
@attribute 2547 NUMERIC
@attribute 2548 NUMERIC
@attribute 2549 NUMERIC
@attribute 2550 NUMERIC
@attribute 2551 NUMERIC
@attribute 2552 NUMERIC
@attribute 2553 NUMERIC
@attribute 2554 NUMERIC
@attribute 2555 NUMERIC
@attribute 2556 NUMERIC
@attribute 2557 NUMERIC
@attribute 2558 NUMERIC
@attribute 2559 NUMERIC
@attribute 2560 NUMERIC
@attribute 2561 NUMERIC
@attribute 2562 NUMERIC
@attribute 2563 NUMERIC
@attribute 2564 NUMERIC
@attribute 2565 NUMERIC
@attribute 2566 NUMERIC
@attribute 2567 NUMERIC
@attribute 2568 NUMERIC
@attribute 2569 NUMERIC
@attribute 2570 NUMERIC
@attribute 2571 NUMERIC
@attribute 2572 NUMERIC
@attribute 2573 NUMERIC
@attribute 2574 NUMERIC
@attribute 2575 NUMERIC
@attribute 2576 NUMERIC
@attribute 2577 NUMERIC
@attribute 2578 NUMERIC
@attribute 2579 NUMERIC
@attribute 2580 NUMERIC
@attribute 2581 NUMERIC
@attribute 2582 NUMERIC
@attribute 2583 NUMERIC
@attribute 2584 NUMERIC
@attribute 2585 NUMERIC
@attribute 2586 NUMERIC
@attribute 2587 NUMERIC
@attribute 2588 NUMERIC
@attribute 2589 NUMERIC
@attribute 2590 NUMERIC
@attribute 2591 NUMERIC
@attribute 2592 NUMERIC
@attribute 2593 NUMERIC
@attribute 2594 NUMERIC
@attribute 2595 NUMERIC
@attribute 2596 NUMERIC
@attribute 2597 NUMERIC
@attribute 2598 NUMERIC
@attribute 2599 NUMERIC
@attribute 2600 NUMERIC
@attribute 2601 NUMERIC
@attribute 2602 NUMERIC
@attribute 2603 NUMERIC
@attribute 2604 NUMERIC
@attribute 2605 NUMERIC
@attribute 2606 NUMERIC
@attribute 2607 NUMERIC
@attribute 2608 NUMERIC
@attribute 2609 NUMERIC
@attribute 2610 NUMERIC
@attribute 2611 NUMERIC
@attribute 2612 NUMERIC
@attribute 2613 NUMERIC
@attribute 2614 NUMERIC
@attribute 2615 NUMERIC
@attribute 2616 NUMERIC
@attribute 2617 NUMERIC
@attribute 2618 NUMERIC
@attribute 2619 NUMERIC
@attribute 2620 NUMERIC
@attribute 2621 NUMERIC
@attribute 2622 NUMERIC
@attribute 2623 NUMERIC
@attribute 2624 NUMERIC
@attribute 2625 NUMERIC
@attribute 2626 NUMERIC
@attribute 2627 NUMERIC
@attribute 2628 NUMERIC
@attribute 2629 NUMERIC
@attribute 2630 NUMERIC
@attribute 2631 NUMERIC
@attribute 2632 NUMERIC
@attribute 2633 NUMERIC
@attribute 2634 NUMERIC
@attribute 2635 NUMERIC
@attribute 2636 NUMERIC
@attribute 2637 NUMERIC
@attribute 2638 NUMERIC
@attribute 2639 NUMERIC
@attribute 2640 NUMERIC
@attribute 2641 NUMERIC
@attribute 2642 NUMERIC
@attribute 2643 NUMERIC
@attribute 2644 NUMERIC
@attribute 2645 NUMERIC
@attribute 2646 NUMERIC
@attribute 2647 NUMERIC
@attribute 2648 NUMERIC
@attribute 2649 NUMERIC
@attribute 2650 NUMERIC
@attribute 2651 NUMERIC
@attribute 2652 NUMERIC
@attribute 2653 NUMERIC
@attribute 2654 NUMERIC
@attribute 2655 NUMERIC
@attribute 2656 NUMERIC
@attribute 2657 NUMERIC
@attribute 2658 NUMERIC
@attribute 2659 NUMERIC
@attribute 2660 NUMERIC
@attribute 2661 NUMERIC
@attribute 2662 NUMERIC
@attribute 2663 NUMERIC
@attribute 2664 NUMERIC
@attribute 2665 NUMERIC
@attribute 2666 NUMERIC
@attribute 2667 NUMERIC
@attribute 2668 NUMERIC
@attribute 2669 NUMERIC
@attribute 2670 NUMERIC
@attribute 2671 NUMERIC
@attribute 2672 NUMERIC
@attribute 2673 NUMERIC
@attribute 2674 NUMERIC
@attribute 2675 NUMERIC
@attribute 2676 NUMERIC
@attribute 2677 NUMERIC
@attribute 2678 NUMERIC
@attribute 2679 NUMERIC
@attribute 2680 NUMERIC
@attribute 2681 NUMERIC
@attribute 2682 NUMERIC
@attribute 2683 NUMERIC
@attribute 2684 NUMERIC
@attribute 2685 NUMERIC
@attribute 2686 NUMERIC
@attribute 2687 NUMERIC
@attribute 2688 NUMERIC
@attribute 2689 NUMERIC
@attribute 2690 NUMERIC
@attribute 2691 NUMERIC
@attribute 2692 NUMERIC
@attribute 2693 NUMERIC
@attribute 2694 NUMERIC
@attribute 2695 NUMERIC
@attribute 2696 NUMERIC
@attribute 2697 NUMERIC
@attribute 2698 NUMERIC
@attribute 2699 NUMERIC
@attribute 2700 NUMERIC
@attribute 2701 NUMERIC
@attribute 2702 NUMERIC
@attribute 2703 NUMERIC
@attribute 2704 NUMERIC
@attribute 2705 NUMERIC
@attribute 2706 NUMERIC
@attribute 2707 NUMERIC
@attribute 2708 NUMERIC
@attribute 2709 NUMERIC
@attribute 2710 NUMERIC
@attribute 2711 NUMERIC
@attribute 2712 NUMERIC
@attribute 2713 NUMERIC
@attribute 2714 NUMERIC
@attribute 2715 NUMERIC
@attribute 2716 NUMERIC
@attribute 2717 NUMERIC
@attribute 2718 NUMERIC
@attribute 2719 NUMERIC
@attribute 2720 NUMERIC
@attribute 2721 NUMERIC
@attribute 2722 NUMERIC
@attribute 2723 NUMERIC
@attribute 2724 NUMERIC
@attribute 2725 NUMERIC
@attribute 2726 NUMERIC
@attribute 2727 NUMERIC
@attribute 2728 NUMERIC
@attribute 2729 NUMERIC
@attribute 2730 NUMERIC
@attribute 2731 NUMERIC
@attribute 2732 NUMERIC
@attribute 2733 NUMERIC
@attribute 2734 NUMERIC
@attribute 2735 NUMERIC
@attribute 2736 NUMERIC
@attribute 2737 NUMERIC
@attribute 2738 NUMERIC
@attribute 2739 NUMERIC
@attribute 2740 NUMERIC
@attribute 2741 NUMERIC
@attribute 2742 NUMERIC
@attribute 2743 NUMERIC
@attribute 2744 NUMERIC
@attribute 2745 NUMERIC
@attribute 2746 NUMERIC
@attribute 2747 NUMERIC
@attribute 2748 NUMERIC
@attribute 2749 NUMERIC
@attribute 2750 NUMERIC
@attribute 2751 NUMERIC
@attribute 2752 NUMERIC
@attribute 2753 NUMERIC
@attribute 2754 NUMERIC
@attribute 2755 NUMERIC
@attribute 2756 NUMERIC
@attribute 2757 NUMERIC
@attribute 2758 NUMERIC
@attribute 2759 NUMERIC
@attribute 2760 NUMERIC
@attribute 2761 NUMERIC
@attribute 2762 NUMERIC
@attribute 2763 NUMERIC
@attribute 2764 NUMERIC
@attribute 2765 NUMERIC
@attribute 2766 NUMERIC
@attribute 2767 NUMERIC
@attribute 2768 NUMERIC
@attribute 2769 NUMERIC
@attribute 2770 NUMERIC
@attribute 2771 NUMERIC
@attribute 2772 NUMERIC
@attribute 2773 NUMERIC
@attribute 2774 NUMERIC
@attribute 2775 NUMERIC
@attribute 2776 NUMERIC
@attribute 2777 NUMERIC
@attribute 2778 NUMERIC
@attribute 2779 NUMERIC
@attribute 2780 NUMERIC
@attribute 2781 NUMERIC
@attribute 2782 NUMERIC
@attribute 2783 NUMERIC
@attribute 2784 NUMERIC
@attribute 2785 NUMERIC
@attribute 2786 NUMERIC
@attribute 2787 NUMERIC
@attribute 2788 NUMERIC
@attribute 2789 NUMERIC
@attribute 2790 NUMERIC
@attribute 2791 NUMERIC
@attribute 2792 NUMERIC
@attribute 2793 NUMERIC
@attribute 2794 NUMERIC
@attribute 2795 NUMERIC
@attribute 2796 NUMERIC
@attribute 2797 NUMERIC
@attribute 2798 NUMERIC
@attribute 2799 NUMERIC
@attribute 2800 NUMERIC
@attribute 2801 NUMERIC
@attribute 2802 NUMERIC
@attribute 2803 NUMERIC
@attribute 2804 NUMERIC
@attribute 2805 NUMERIC
@attribute 2806 NUMERIC
@attribute 2807 NUMERIC
@attribute 2808 NUMERIC
@attribute 2809 NUMERIC
@attribute 2810 NUMERIC
@attribute 2811 NUMERIC
@attribute 2812 NUMERIC
@attribute 2813 NUMERIC
@attribute 2814 NUMERIC
@attribute 2815 NUMERIC
@attribute 2816 NUMERIC
@attribute 2817 NUMERIC
@attribute 2818 NUMERIC
@attribute 2819 NUMERIC
@attribute 2820 NUMERIC
@attribute 2821 NUMERIC
@attribute 2822 NUMERIC
@attribute 2823 NUMERIC
@attribute 2824 NUMERIC
@attribute 2825 NUMERIC
@attribute 2826 NUMERIC
@attribute 2827 NUMERIC
@attribute 2828 NUMERIC
@attribute 2829 NUMERIC
@attribute 2830 NUMERIC
@attribute 2831 NUMERIC
@attribute 2832 NUMERIC
@attribute 2833 NUMERIC
@attribute 2834 NUMERIC
@attribute 2835 NUMERIC
@attribute 2836 NUMERIC
@attribute 2837 NUMERIC
@attribute 2838 NUMERIC
@attribute 2839 NUMERIC
@attribute 2840 NUMERIC
@attribute 2841 NUMERIC
@attribute 2842 NUMERIC
@attribute 2843 NUMERIC
@attribute 2844 NUMERIC
@attribute 2845 NUMERIC
@attribute 2846 NUMERIC
@attribute 2847 NUMERIC
@attribute 2848 NUMERIC
@attribute 2849 NUMERIC
@attribute 2850 NUMERIC
@attribute 2851 NUMERIC
@attribute 2852 NUMERIC
@attribute 2853 NUMERIC
@attribute 2854 NUMERIC
@attribute 2855 NUMERIC
@attribute 2856 NUMERIC
