1	0	3	2
2	0	3	3
3	0	3	3
4	0	3	2
5	0	3	2
6	0	3	1
7	0	3	3
8	0	3	3
9	0	3	1
10	0	2	2
11	0	3	3
12	0	3	3
13	0	3	3
14	0	1	3
15	0	3	3
16	0	3	3
17	0	3	3
18	0	3	3
19	0	3	3
20	0	3	2
21	0	2	2
22	0	3	2
23	0	2	2
24	0	3	3
25	0	3	3
26	0	2	2
27	0	2	3
28	0	3	3
29	0	2	2
30	0	3	3
31	0	2	2
32	0	2	1
33	0	2	3
34	0	3	3
35	0	3	3
36	0	3	3
37	0	3	3
38	0	3	3
39	0	1	1
40	0	1	1
41	0	1	1
42	0	1	1
43	0	1	1
44	0	3	1
45	0	1	1
46	0	1	1
47	0	1	1
48	0	3	3
49	0	1	1
50	0	1	1
51	0	1	1
52	0	1	1
53	0	1	1
54	0	3	3
55	0	3	3
56	0	3	3
57	0	3	1
58	0	3	3
59	0	1	1
60	0	1	3
61	0	1	1
62	0	1	1
63	0	3	1
64	0	3	3
65	0	3	3
66	0	3	3
67	0	1	1
68	0	1	1
69	0	1	1
70	0	3	2
71	0	3	2
72	0	3	2
73	0	1	1
74	0	3	1
75	0	3	2
76	0	3	2
77	0	3	3
78	0	3	1
79	0	3	1
80	0	2	1
81	0	3	2
82	0	2	1
83	0	3	2
84	0	3	3
85	0	3	3
86	0	3	3
87	0	3	3
88	0	3	3
89	0	2	2
90	0	2	2
91	0	3	1
92	0	1	1
93	0	3	3
94	0	1	1
95	0	1	1
96	0	1	1
97	0	1	1
98	0	3	1
99	0	1	1
100	0	1	1
101	0	1	1
102	0	1	1
103	0	1	1
104	0	1	1
105	0	1	1
106	0	1	1
107	0	1	1
108	0	1	1
109	0	1	1
110	0	1	1
111	0	1	1
112	0	1	1
113	0	1	1
114	0	1	1
115	0	1	1
116	0	1	1
117	0	1	1
118	0	1	1
119	0	1	1
120	0	1	1
121	0	1	1
122	0	1	1
123	0	3	3
124	0	3	1
125	0	3	1
126	0	3	1
127	0	3	3
128	0	1	1
129	0	3	1
130	0	3	1
131	0	3	1
132	0	3	3
133	0	3	1
134	0	3	3
135	0	1	1
136	0	3	1
137	0	3	3
138	0	3	3
139	0	1	1
140	0	3	1
141	0	1	1
142	0	3	3
143	0	1	1
144	0	3	1
145	0	3	1
146	0	3	1
147	0	3	3
148	0	3	3
149	0	3	3
150	0	3	1
151	0	3	1
152	0	3	3
153	0	3	1
154	0	3	3
155	0	3	1
156	0	3	3
157	0	3	1
158	0	3	1
159	0	1	1
160	0	1	1
161	0	3	1
162	0	3	3
163	0	3	1
164	0	3	1
165	0	3	1
166	0	3	3
167	0	3	3
168	0	3	1
169	0	3	1
170	0	3	3
171	0	3	3
172	0	3	1
173	0	3	3
174	0	3	3
175	0	3	1
176	0	3	3
177	0	3	1
178	0	3	1
179	0	3	1
180	0	3	1
181	0	3	3
182	0	3	3
183	0	3	1
184	0	3	1
185	0	3	1
186	0	3	1
187	0	3	1
188	0	1	1
189	0	3	1
190	0	3	3
191	0	3	3
192	0	1	1
193	0	3	1
194	0	3	1
195	0	3	3
196	0	3	1
197	0	3	1
198	0	3	3
199	0	3	3
200	0	3	1
201	0	3	1
202	0	1	1
203	0	3	1
204	0	3	1
205	0	3	1
206	0	3	1
207	0	1	1
208	0	3	3
209	0	3	1
210	0	3	1
211	0	3	1
212	0	3	1
213	0	1	1
214	0	2	3
215	0	3	1
216	0	3	3
217	0	3	3
218	0	3	3
219	0	3	1
220	0	3	1
221	0	3	1
222	0	3	1
223	0	3	3
224	0	3	1
225	0	3	3
226	0	3	1
227	0	3	3
228	0	3	1
229	0	3	3
230	0	3	1
231	0	3	3
232	0	3	1
233	0	3	1
234	0	3	3
235	0	3	3
236	0	3	1
237	0	3	3
238	0	3	1
239	0	3	1
240	0	3	1
241	0	1	1
242	0	3	1
243	0	3	1
244	0	3	1
245	0	3	1
246	0	3	1
247	0	3	1
248	0	3	1
249	0	3	3
250	0	3	1
251	0	3	1
252	0	3	1
253	0	1	1
254	0	3	1
255	0	3	1
256	0	3	1
257	0	3	1
258	0	3	1
259	0	3	3
260	0	3	1
261	0	1	1
262	0	3	3
263	0	3	3
264	0	3	1
265	0	3	3
266	0	3	1
267	0	1	1
268	0	3	1
269	0	3	1
270	0	3	3
271	0	3	1
272	0	3	1
273	0	3	1
274	0	3	3
275	0	3	3
276	0	3	3
277	0	3	3
278	0	3	3
279	0	3	1
280	0	3	1
281	0	3	1
282	0	3	3
283	0	3	1
284	0	3	1
285	0	3	3
286	0	3	1
287	0	3	1
288	0	3	1
289	0	3	1
290	0	3	3
291	0	3	3
292	0	3	1
293	0	3	3
294	0	3	3
295	0	3	3
296	0	3	3
297	0	3	1
298	0	3	1
299	0	3	3
300	0	3	1
301	0	3	1
302	0	3	1
303	0	3	1
304	0	3	1
305	0	3	1
306	0	3	3
307	0	3	3
308	0	3	3
309	0	3	1
310	0	3	3
311	0	3	1
312	0	3	3
313	0	3	3
314	0	3	3
315	0	3	3
316	0	3	2
317	0	3	3
318	0	3	1
319	0	3	1
320	0	3	1
321	0	3	3
322	0	3	3
323	0	3	1
324	0	1	1
325	0	3	3
326	0	3	1
327	0	3	3
328	0	3	3
329	0	3	3
330	0	3	1
331	0	1	3
332	0	3	1
333	0	3	1
334	0	3	1
335	0	3	3
336	0	3	3
337	0	3	1
338	0	3	3
339	0	3	3
340	0	3	3
341	0	3	3
342	0	3	3
343	0	3	3
344	0	3	3
345	0	3	3
346	0	3	1
347	0	3	3
348	0	3	1
349	0	3	3
350	0	3	3
351	0	3	3
352	0	3	3
353	0	1	1
354	0	1	1
355	0	1	3
356	0	3	3
357	0	3	1
358	0	3	3
359	0	3	3
360	0	3	3
361	0	3	3
362	0	3	3
363	0	3	3
364	0	1	1
365	0	3	3
366	0	3	3
367	0	3	3
368	0	3	3
369	0	1	1
370	0	3	3
371	0	3	3
372	0	1	1
373	0	3	1
374	0	3	3
375	0	3	1
376	0	3	3
377	0	1	1
378	0	3	3
379	0	2	3
380	0	1	1
381	0	1	3
382	0	3	3
383	0	2	2
384	0	3	3
385	0	3	3
386	0	1	1
387	0	2	1
388	0	2	2
389	0	1	1
390	0	1	1
